posted_date,skills,job_name,job_type,company_name,company_location,website,description,ld_link
2020-07-13,"['.NET', '.NET Core', 'ASP.NET', 'AWS', 'Agile', 'Angular', 'Bootstrap', 'C', 'C#', 'Excel', 'Expo', 'Go', 'MVC', 'SCRUM', 'SQL', 'jQuery']",Software Developer,"Full-Time, Programming, Back-End, Europe Only", Truevo Payments Ltd ,The role is based in our Bulgaria location.,https://truevo.com/," We are looking for detail-oriented software developers with excellent problem solving and analytical abilities.  Candidates should have strong communication skills and be able to work independently or as part of a team.  Your goal will be to build effective programs and systems which serve user needs. Typical duties include:Coding, testing and debugging programs according to standardsModifying, expanding and updating applicationsCommunicating with a team that includes analysts, engineers and quality assurance testers in order to coordinate and document application development and testingDeveloping software prototypesRecommending system changes and enhancementsDocumenting software specifications and training users Required skills:Backend / server-side development experienceDesign and specification experienceWeb service experience (Web API in particular; WCF useful)NET 4.5+ using C# and ASP.NETAngular 4+BootstrapjQueryMS SQL / T-SQL experienceKnowledge of Agile Development (Scrum)History and knowledge of creating high performance, robust systems Highly Preferable:MVC (preferably 5)Diploma/degree in a software-related field.NET Core exposureCross-system integration experienceDeployment experience (Octopus Deploy, etc.)AWS Services (Lambda, API Gateway, Data Pipelines, Aurora, etc.) Experience: 8+ years.Location: Sofia,Bulgaria",https://www.learningdollars.com/client/select_engineers/?crid=2173
2020-07-12,"['C', 'Git', 'Go', 'Microservices', 'MySQL', 'Python', 'REST', 'RSpec', 'SQL', 'UIPath']",Backend / API Engineer,"Full-Time, Programming, Back-End, Anywhere (100% Remote) Only", Primer ,"London, UK",https://primer.io,"Primer was recently featured on Techcrunch. Read here. Primer is an early stage startup backed by Europe's leading investors (early investors in Revolut, MySQL, TransferWise, UiPath).Primer consolidates e-commerce merchants' payments services stack through a unified API and front-end checkout. But that's just to start...We want you! 🤩We're looking for super ambitious, product minded folks to join our rapidly growing engineering org.We are remote-first 🌏Started in just January of this year, our team currently sits across London 🇬🇧, Paris 🇫🇷, Wales 🏴󠁧󠁢󠁷󠁬󠁳󠁿 and Berlin 🇩🇪.Our tech + how we work 🤖Our core backend is built with Python, but is being quickly adapted as requirements dictate. Critical components of our architecture will be split in to dedicated microservices, where we'll be looking at higher performant languages for mission-critical functionality.We believe in using the best tools for the job, and value engineering expertise over language prowess.We value: documentation, test coverage, documentation, code review, documentation, CI/CD and documentation.We predominantly communicate over Slack, making little use of email internally. We do daily standups each morning via Google Hangouts. Github is our repo of choice and we track progress via project boards.We encourage discussion and debate, but place tremendous value on pragmatism and optimising for output. We're solving new categories of problems, and understand our very best functionality will come about as a result of deep technical insights driven by engineering.You should apply if...You're passionate about building beautifully crafted APIs and creating awesome developer experiences. Primer is geared towards engineers and data teams. Build a product you would use yourself, and bring your unique insight and perspective to the table as an engineer in shaping our overarching product offering.You like solving big problems. Our greatest challenges are yet on the horizon, and we'll need super hard working and creative minds to solve foundational infrastructure challenges for the world's largest online merchants and payments facilitators.You value autonomy, moving fast and getting lots done. We have no time or interest for bureaucracy and micromanagement - we're moving super fast and you'll be required to take responsibility for delivering end to end to product.You want to make a huge impact, and share in the success of a company you've helped build. Our engineering team is 6 strong today, but we started only this year and are just getting started.Perks 😎👯‍♀️ All expenses paid quarterly get-togethers💻 Machine + peripherals of your choosing💸 Share options offered as part of package🤑 Up to £500 towards your home office setup📚 Books + other learning resources on us💪 Gym / sporting costs covered!Apply 🚀Please send your cover letter to jobs@primerapi.com along with your resumé.We simply will not consider candidates without a personalised cover letter. Tell us why you feel you'd be a good fit for us at this stage in our journey.",Not Found
2020-07-11,"['Azure', 'C', 'Git', 'Go', 'RSpec', 'Redis', 'Ruby', 'Ruby on rails', 'SAP', 'Scala', 'Security']",Senior Backend Engineer,"Full-Time, Programming", Files.com ,Remote,https://www.files.com/jobs/now-hiring/,"Do you want to work on a high volume server-side API that serves hundreds of requests per second? Are you excited about helping people and businesses collaborate more efficiently by building cutting edge tools for search and collaboration?If so, we’d like you to learn about Files.com!A Files.com, we’re building a cloud storage service that challenges the status quo through many unique features that really help people and businesses boost their productivity.Our primary app and API is primarily written in Ruby on Rails (though we use Grape for APIs, not ActionController, and we don’t use Rails views at all). We have additional backend services written in Ruby, have built our own version of Resque, and heavily use things like Redis and Elasticsearch.We are looking for Rubyists with strong backgrounds in data structures, algorithms, and scaling to join our team and help us build features into our already great app.About the RoleAs a Server-side Developer at Files.com, you will take the lead on helping build cutting edge features into the Files.com product that drive value for the 1,700 business that use our platform for collaboration.Our API receives hundreds of requests per second and is used by both internal and external developers.Here are some examples of projects that our Server-side Developers will be tackling in the next 6-12 months:Implementing Single-Sign-On via OAuth, SAML, and SCIM.Implementing in-file search using Elasticsearch with custom input filters to index a plethora of document types.Building a scalable engine that can convert nearly any type of files to PDF for in-browser previews (like the former Crocodoc service).Upgrading our API documentation to be automatically generated using the OpenAPI standard, and the creation of automatically-generated SDKs.Building our Universal Sync engine, which is a tool that allows Files.com users to synchronize their files to other cloud services such as S3, Azure, and Rackspace.Building a file versioning tool that uses Git behind the scenes to give customers easy tracking of file versions.Additionally, you’ll contribute to our ongoing projects for improving security, monitoring, and performance.Minimum Qualifications:5+ years of directly applicable experience.Strong Computer Science background and understanding of algorithms and data structures.History developing and supporting actual applications that have seen production usage with a large userbase.Complete understanding of how to write secure code and an awareness of common web application security vulnerabilities.Experience with Ruby and Rails.Appreciation for testing and the ability to write specs using RSpec.Preferred Qualifications:Participation in open source Ruby gem projects, including ideally being the maintainer for a Gem that sees large usage in the community.Strong experience working at scale.",Not Found
2020-07-11,"['C', 'Git', 'Go', 'Kotlin', 'REST', 'UI Design', 'iOT']",Senior Android/Kotlin Engineer,"Full-Time, Programming, Anywhere (100% Remote) Only", X-Team ,Remote,https://x-team.com/join/?utm_source=weworkremotely&utm_medium=board,"About X-Team""X-Team provides high-performing, on-demand teams of developers for leading brands.""X-Team is a 100% remote company that’s helped companies build remote development teams for more than a decade.We believe in living a life of freedom that allows you to spend more time staying energized by doing more of what makes you come alive. The X-Team lifestyle, centered around passionate people doing more of what energizes them, attracts thousands of developers to apply every day. If you want to be motivated to learn, grow and explore in an environment rooted in respect and positive energy, X-Team is where you belong. Join us and our community of developers from 40+ countries around the world as we continue to build the most energizing community for developers. Watch this video from our CEO to learn more about the X-Team experience and the inspiration behind it.Most Important:3+ years of experience in mobile Android DevelopmentDemonstrable experience in a lead roleSolid experience with KotlinStrong UI design skills across phone and tablet interfacesWrite well designed, testable, efficient codeGood understanding of Object Oriented design principles (SOLID) and patterns (GOF, MVVM, MVP)Nice to haveExperience with working remotelyFamiliar/involved with open­ source projectsPersonalFluent in English, written and spokenProblem solverProactive attitudePerks:Get the chance to work with big brands like Riot Games (League of Legends), Sony, Fox Broadcasting, Kaplan Inc. (top education company), Coinbase (#1 crypto exchange), BeachBody (#1 fitness company), etc.Work from anywhere as part of a community of digital nomads.Live and work in one of our roaming hacker houses (X-Outposts) around the world: Be part of the most energizing community for developers in the world by participating in our Seasons, a 3-month experience filled with challenges, rewards, RPGs, competitions, and more, all centered around a theme that will inspire and energize you. Get $2,500 per year (Unleash+) to spend on doing more of what you love and staying energized. Use it on conferences, courses, video games, photography gear, music gear, cooking gear, a gym membership, adventure sports, baby/pet sitting, productivity apps, restaurants, coworking, movie tickets, headphones, etc. FAQ:Who is X-Team meant for?Any freelance developers with experience working on high-scale, remote teams and projects with a motivated, proactive attitude and compassionate, team-player heart. If you've worked with freelancing platforms before, that's not what we are. X-Team is a community of all likeminded people, carefully chosen to ensure we are able to create an environment of the most motivated people in the world who come together to unleash their potential. What we've created is truly special and not a faceless platform. X-Team is where developers go to feel truly at home together, while becoming more motivated and energized than they've ever been.",
2020-07-11,"['.NET', '.NET Core', 'ASP.NET', 'Agile', 'Azure', 'C', 'C#', 'CSS', 'D3', 'Data visualization', 'DevOps', 'Docker', 'Git', 'Go', 'Java', 'JavaScript', 'Kubernetes', 'Nodejs', 'REST', 'React', 'SQL', 'Sass', 'Scala', 'Typescript', 'Vue.js', 'Webpack']",Full Stack Senior Web Developer,"Full-Time, Programming, Full-Stack, USA Only", Plain Concepts ,"Seattle, WA",https://www.plainconcepts.com/," Plain Concepts is working with emerging technologies and partners closely with teams within Microsoft that drive thought leadership and innovation.  With more than 300 employees globally, Plain Concepts keeps growing. However, with just under 10 employees. our US office remains a “start-up like” company and we’re looking for a passionate, motivated and senior web developer to drive our web projects as well as mentor a growing web team in the US.  Our projects typically are 1 – 3 months duration and focused on showcasing innovation and latest technologies in demos, prototypes and marketing websites for events such as Microsoft Ignite and Microsoft //BUILD.  The position is 100% remote as long as US based.    CORE RESPONSIBILITIES Architect and lead innovative, complex web projects (frontend and backend) mainly demos, reference applications and marketing web apps.  Consult on client projects  Handle multiple projects simultaneously  Work with Agile methodology  Evaluate and implement changes to tools and modules based on the needs of the client Mentor more junior web developers, helping solve issues and doing code reviews to build a strong team  SKILLS 5+ years proficiency in frontend development with JavaScript and familiarity with prevalent JS libraries and frameworks such as NodeJS, React, Vue.js:  Experience with CSS pre-processors such as Sass Experience with mobile-friendly development approaches such as responsive design and adaptive design. Experience with latest web design trends: responsive, parallax, JavaScript / CSS animation, etc. 3+ years experience working with .NET applications (.NET, ASP.NET, C#, .NET Core). Ability to work successfully in a dynamic and fast paced environment with changing priorities and requirements both as team member and independently. Passion for crafting secure, scalable, accessible and performant web applications Experience with cloud technologies (we use Microsoft Azure)  NICE TO HAVE Experience building and using JSON-based RESTful APIs is a plus. Previous experience with Microsoft Azure (Web Apps, Azure SQL, CosmoDB, Azure Functions), PowerShell, Docker, Kubernetes. Knowledge in integrating with API services Experience using Azure DevOps (CI/CD) or GitHub Actions Experience with Git Experience with TypeScript Experience with Webpack Experience with web fonts Experience with Object Oriented Programming Experience with data visualization technologies such as D3.js Experience in working with TDD  Benefits  Our goal is to create a company where employees enjoy benefits that make them more productive and contribute directly to the development of their professional skills. We want to be able to attract the best of the best, and make sure they keep getting better. On top of an exciting, vibrant and intellectually challenging workplace and a competitive salary, we are offering: Remote work.  Continuous training. Medical and dental Insurance. 401K 15 days of PTO Plain Concepts is most decidedly an equal opportunity employer. We want applicants of diverse background and hire without regard to race, color, gender, religion, national origin, ancestry, citizenship, disability, age, sexual orientation, or any other characteristic protected by law. ",
2020-07-11,"['.NET', 'Angular', 'C', 'CSS', 'Git', 'Go', 'HTML', 'InVision', 'Java', 'JavaScript', 'React', 'Shopify', 'Vue.js']",Shopify Developer,"Full-Time, Programming, Front-End, Anywhere (100% Remote) Only", C2 Digital ,Not Mentioned,https://c2-digital.com/,"C2 Digital is looking for an experienced front-end developer to join our team.  We're a small remote team focused 100% on building the best eCommerce experiences on the web using Shopify & Shopify Plus.We are seeking an experienced Shopify developer to join our development team. We are a fast growing, creative E-commerce company looking to employ a number of web developers due to massive growth. You’ll need to be able to prioritize your workload to meet demand and client expectations, and be comfortable working in a fast-moving agency.  What you’ll be doing Our designers will provide design mocks. You’ll typically be the sole developer on your projects, taking full ownership of a project from a development standpoint. This is a position where your attention to detail and desire to do things right will be encouraged and rewarded. You'll use your skills and experience in...2 years of hands-on developing Shopify projects (custom themes, apps)Skilled with HTML, CSS/SCSS and JavaScript/ES6Liquid (Shopify) templating language JavaScript UI libraries such as React, Vue.js, or Angular a plusWritten and verbal communication and ability to accurately estimate tasks, and not afraid to flag issues earlyAttention to detail when replicating design while maintaining development best practicesRecognizing development patterns in order to write more efficient/functional codeManaging multiple projects with strict deadlinesFamiliarity with design tools such as InVisionDemonstrated commitment to personal and professional growthHave deep appreciation for, and understanding of good web design. You don't need to be a designer, but you should ""get it."" Benefits:We are a company built on creativity, teamwork and employee well-being. We work hard, push our limits, and enjoy ourselves around our positive company environment.Some of our perks include:Competitive base salaryOpportunities for progression You’ll be specializing in a platform that is quickly becoming a world leader and working in an exciting, fast-moving industry Generous vacation policyHolidaysPaid sick daysFlexible work schedule and remote-friendly culture and systemsOur team members can be found across Canada, the U.S. and the UK, and are well-adapted to working from home and the remote lifestyle. As long as you have a strong internet connection, and get the job done, you'll be all set to join our team!Please note that due to the nature of client-facing work in an Agency setting, we will be filling this position within the Americas (maximum four hour time difference from Pacific Time). We look forward to hearing from you! Salary $30k-$35k USD DOEJob Type: Full-time, Permanent",Not Found
2020-07-11,"['C', 'DeFi', 'HTTP', 'Product Management', 'Security']",Lead Engineer,"Full-Time, Programming, Full-Stack, Anywhere (100% Remote) Only", ioby ,Brooklyn NY,http://ioby.org,"Descriptionioby is hiring an experienced engineer to take our organization through an important growth transition: bringing our software development in-house. We have outgrown the agencies who have so far led our technology development because our platform is too critical to our mission. In this role, you will take full responsibility for our existing code base, define our architecture and engineering practices, and build our future engineering team.This is an opportunity to have a transformative impact on our organization. We're looking for someone who has full-stack engineering experience across the entire software development life cycle, and who is excited about owning our software engineering and platform development. The role will work with the product management team to deliver our product roadmap.Core ResponsibilitiesTransform our product releases into reliable and predictable upgrades to our technology platformIdentify where product roadmap delivery needs additional development resourcesDeliver the product roadmap through collaboration with complementary development resourcesSet the course of our future technical architecture to align with the delivery of ioby's product visionHelp build product-centric culture at our organization by collaborating with marketing, customer success, and other teamsCharacteristics of Ideal CandidatesExperience leading all high level technical decisions and guiding all engineering executionOpen to exploring new technologies and taking risks in order to meet established use casesEmpathy for user needs, both internal and externalAbility to problem solve in complex system workflowsAbility to prioritize, and remain process-driven in a fast paced environmentEnjoy working on a highly collaborative teamExtraordinary verbal and written communication skillsStrong time management skills to meet aggressive deadlinesAbility to liaise with non-technical staff to communicate both high-level strategy and weedy issuesRequirements5+ years as a hands-on lead engineerExperience creating standards for multi-developer engineering environmentRepeat experience in implementing responsive design, payment processing, external CRM integrations, and content-based front-endsExperience building or growing diverse technical teams in at least one other business contextExperience mentoring or managing other engineers, including contractors or part-time talentExperience with data protection, privacy and systems securityExperience conducting regular troubleshooting and/or quality assurancePassion for our missionBenefitsSalary range is $110,000 - $130,000 for staff in NYC and San Francisco, and $90,000 - $110,000 for staff in Cincinnati, Memphis, Pittsburgh, Cleveland, Detroit and most other cities, commensurate with experience, and includes a generous benefits package, which included full coverage for health, eye and dental, a minimum of 27 PTO days in addition to 7 paid holidays, and ioby’s attractive ""Whole Person"" policy. To learn more about ioby's Principles, visit: https://ioby.org/about/principlesThis is designed as a full-time position, but we are open to a temporary-to-permanent transition or short term (3-6 month) renewable contracts.We have a preference for co-location in one of our offices in Brooklyn, San Francisco, Cincinnati, Memphis, Pittsburgh, Cleveland, or Detroit, but all locations will be considered.To inquire or applyPlease submit your resume and cover letter through ioby.workable.com. No calls please. The deadline to apply is July 6, 2020.TimelineJuly 6: Deadline to ApplyJuly 7-10: Phone interviewsJuly 13-17: First Round InterviewsJuly 22: Final Interviewsioby's Non Discrimination Policyioby is committed to the principles of equal opportunity. ioby’s organizational policies, practices, programs, activities and decisions regarding employment, hiring, assignment, promotion, compensation, volunteerism, internships and other terms and conditions of employment or voluntary service shall not be based on a person’s race, color, sex, age, religion, national origin, mental or physical disability, ancestry, military discharge status, sexual orientation, gender identity or expression, marital status, source of income, parental status, housing status, or other protected status, in accordance with applicable law.Women, people of color, and LGBTQIA persons are always strongly encouraged to apply.",
2020-07-11,"['ARM', 'AWS', 'C', 'DevOps', 'Excel', 'GIS', 'Heroku', 'Java', 'JavaScript', 'Microservices', 'MySQL', 'RSpec', 'Ruby', 'SQL']",Full-Stack Software Engineer (Rails),"Full-Time, Programming, Full-Stack, Anywhere (100% Remote) Only", Farmgirl Flowers ,San Francisco Bay Area,https://farmgirlflowers.com/,"Farmgirl Flowers is building a remote first engineering team to scale our ability to serve more customers as we experience a period of rapid growth. If you would love to help solve logistical challenges involving shipping perishable flowers and thrive in a fast-paced environment with zero red tape, this job could be for you!Job Requirements:Two or more years of professional experience working with Ruby, Rails, Rspec and JavascriptSolid understanding of relational databases (MySQL), querying, and query optimizationRotating on-call duties (there is no separate DevOps team)Excellent communication skillsAbility to collaborate with others and work independentlyAt least 6 hrs of overlap with 9-5 PSTNice-to-Haves: Experience with EcommerceExperience with Heroku, AWSExperience building microservicesExperience working at growth stage startupsExperience with MySQL stored procedures, functions, triggers, views ",
2020-07-10,"['Agile', 'C', 'DeFi', 'DevOps', 'Excel', 'Go', 'GraphQL', 'Java', 'JavaScript', 'Microservices', 'Postgres', 'REST', 'Ruby', 'Ruby on rails', 'SQL', 'Security']",Lead Senior Ruby on Rails Developer,"Contract, Programming, Back-End, Anywhere (100% Remote) Only", BookingSync ,Remote,http://www.bookingsync.com,"You will need to have:Strong experience with Ruby on Rails, ideally at least over 5 years of experience working on non-trivial projects with a good success recordProficiency in backend development in generalSolid design and architecture skillsExperience with async messaging solutions (we use both RabbitMQ and Kafka)Experience with microservices architectureAbility to demonstrate that with the right approach, Rails apps do scaleFamiliarity with modern API standards (JSONAPI, GraphQL)Experience in working within an Agile environmentAbility to communicate effectively with both internal and external development teamsExperience with relational databases and SQL (we're on Postgres). Experience with other databases will be a plusA strong commitment to quality, ownership and taking responsibilityExcellent written and spoken EnglishExperience with remote work and/or a solid work ethic that makes it possible to thrive in a remote-only environmentDrive to getting things done efficientlyCare for the greater good, BookingSync is not just a software company, we give back to humanitarian, solidarity, environmental & ecological causes from 10% to 50% of our profit.It would be great if you had experience with:DDD/CQRS/ESDevOps and securityJavaScript/Frontend development (we use Ember, ability to communicate clearly and solve the problems fast with other frontend developers is definitely a big advantage)Other programming languages Mentoring other developersContributing to the development community through code, documentation, mentoring, teaching, speaking and all other forms.Short terms rentals or travel industrySounds interesting? Contact us now!Want to increase your chances of standing out? Include your open source contributions, blog posts and other publications you wrote, links to conference talks. You could even tell us about one thing or two you created that you are particularly proud of or the most challenging features you've worked on. The hiring process consists of four steps: A small homework: Imagine that you don't want to or just don't have enough time to go through entire Twitter timeline every day and you are only interested in URLs to the various resources that are submitted by the people you follow (e.g., to blog posts). Implement a solution that will solve this problem and will allow to specify either since when you want to fetch tweets or between what timestamps and will deliver the result via the email. Divide the solution into two Rails applications:1.1 Service A with UI where specify the input (i.e. timestamps but also the email address, to which the results will be delivered)1.2 Service B will accept the input somehow from Service A and deliver the result via email. The template for the email should be customizable (e.g. using Liquid) and the Service B should be flexible enough to handle potentially other use cases with different input. In that sense, delivering URLs from Twitter would be just one of the many types of emails that such service should be capable of handling. The template for this particular use case should include the URLs themselves, date and some info indicating what it is about (especially for shortened URLs). Treat it as a real-world project and send us a link to the repo.Technical interview with a remote pair-programming session: the interview part shouldn't take too much time - we are mostly interested in the ability to solve the actual problems and being able to figure out the best possible solution for that problem, not in knowing things can be easily googled and learned through experience, that's why the interview part will be focused mostly on open-ended questions about some non-trivial matters. The pair-programming session will take a bit longer, and it will involve some nice challenge in a Rails universe.An interview with our CEO and/or COO that will be focused more on soft things, nothing technical this time.An opportunity to have the conversation with the entire team you are going to work with. It is an excellent way for both sides to make sure we will be a perfect mutual match.",https://www.learningdollars.com/client/select_engineers/?crid=2174
2020-07-10,"['.NET', 'Agile', 'C', 'Elixir', 'Excel', 'Go', 'RSpec', 'Ruby', 'Ruby on rails', 'Rust']",Senior Software Engineer (Ruby on Rails),"Full-Time, Programming, Full-Stack, USA Only", TaxJar ,Remote,https://www.taxjar.com/jobs/,"TaxJar is the leading technology solution for busy eCommerce sellers to manage sales tax and is trusted by more than 20,000 businesses. We know sales tax isn't fun for anyone, so we're determined to ease the burden with an exceptional customer experience. To achieve this, we provide the same incredible quality of life for our team members as we do for our customers by creating a professional, unique, award-winning place to work. We have many different backgrounds and lifestyles, and everything we do is guided by our core values: We do the right thing for our customersWe're a team, built on trustWe're proud to be remoteWe're in control of our own destinyWe’re a happy team and we all really love what we do. We’re fast-growing, fully-distributed, talented, and driven. We live all across the US, working from our homes, local libraries, co-working spaces, airstreams - pretty much anywhere we can and do accomplish great work. We've created a space where high-achievers can succeed, but are also safe to fail. We're profitable and focused on growing TaxJar sustainably, and we believe a diverse team can create better solutions for our customers. We’re looking for people who: Are based in the USValue working remotelyExcel at communication and collaborationHighly value working with people they like and respectAre open and accountableAre confident with their skills and who love being part of a team (we’re peers here, no egos please) but are also comfortable working asynchronouslyWant to make a positive impact at TaxJar and who aren’t afraid to failWe have an immediate opening for a Senior Software Engineer who wants to help us make e-commerce easier for everyone. We want you to join one of our engineering delivery teams and help us build a product our customers love. The product engineering team at TaxJar is solving complex problems on a daily basis, supporting our growing customer base and creating new solutions in a complex domain. We deal with large datasets, intricate sales tax rules, and automating complicated processes for thousands of business customers. As a Senior Software Engineer (Ruby on Rails) for TaxJar you will: Be challenged to solve new problemsBe comfortable within a mature Rails codebase and have an openness to ElixirTake lead role in breaking large projects down into deliverable pieces Maintain clear and accurate documentationConsider the performance impacts of your technical choicesDrive architectural decisions and refactorsReview and test your teammates’ pull requestsContribute to and maintain our existing Rspec test suitesMaintain and update our core SaaS business logicMentor a team around standards, design, and best practicesRequirements:5 - 8 years experience with Ruby on Rails and a test framework such as RSpec3 - 5 years of experience with backend database skillsAbility to own development tasks from assignment through to productionAgile, humble, trustworthy, and a team playerRapid learner who thrives in a fast-paced and demanding environmentPassion for building simple and intuitive solutions for complex problems in e-commercePrior SaaS development, API development or similar app dev experienceExcel at written and verbal remote communication (chat, video, email, etc)Benefits:Excellent health, vision and dental benefitsFlexible vacationCompany holidays, plus mandatory Birthday holiday12 weeks paid parental leave for all employees4 hours volunteer time per monthBiannual all-company in person summits (paid for by us, of course!)$250 Home office stipend401k PlanEquity in a profitable companyMonthly perks reimbursement ($100 a month to appreciate your teammates, Netflix, Amazon Prime, gym membership, home internet etc.)Please visit www.TaxJar.com/jobs for a full list of our amazing benefits for full-time employees, and to learn more about our values and how we work. You can learn more about our hiring process here. If you send us a referral for someone who may be a great candidate for this role, we'll pay you $1,000 if we hire them. To refer someone, please email their full name to candidateexperience@taxjar.com and add “Candidate Referral - [Job Title]” to the subject line once the individual has applied for a role.",https://www.learningdollars.com/client/select_engineers/?crid=2175
2020-07-10,"['.NET', 'C', 'DeFi', 'Product Management', 'Rust']",Experienced Engineering Manager,"Full-Time, Programming, North America Only", Theorem ,"Los Angeles, CA",https://theorem.co/,"Have you spent the past five years managing software engineers?  Do you have a proven track record of building teams that deliver complex software on-time and in-budget?Are you ready to take your career to the next level and work with some of the best engineers on the planet? If so, we want to meet you!Company OverviewTheorem (formerly Citrusbyte) is a team of craftspeople and experts who build amazing products and believe in cultivating a high degree of leadership in all of our people. We build medium and large-scale applications that solve our customers' business-critical problems.Job SummaryAs an experienced Engineering Manager, you will manage a team of 10 to 15 engineers operating in small squads of 4-5 engineers and work directly with Product, Research and Design teams as well as customer stakeholders and technical leads to build complex custom software applications.While this is a remote friendly role, the engineering manager should expect to travel to client site one week per quarter on average.Responsibilities and DutiesStrategy and ConsultingRun and / or participate in project kick-offs.Work with your team to select and design the software architecture, tools and platforms used to deliver client projects.Define quality standards for client projects.Hiring and TrainingAttract, nurture, coach, and retain talent.Ensure every assigned engineer has a career progression plan with regular check-in points and real-time feedback.Ensure engineers are provided with continuous and valuable learning opportunities.Contribute to determining engineering salary ranges and adjustments.Contribute to defining and building the vision for our engineering organization.Contribute to defining quality standards for our work.Contribute to creating training and learning material and opportunities for engineers.Managing and DirectingTalk to engineers to tease out concerns early, then fix them when possible.Resolve conflicts or performance problems with engineers.Embody the engineering culture and contribute to its advancement, inspiring everyone to live up to it.Maintainer and contributor to our company engineering internal and public artifacts such as our quality standards and guidelines.Represent the engineering organization with other departments and ensure we provide engineering support wherever necessary in the company.Support team happiness.Engineering and DeliveryResponsible for the quality and quantity of the engineering output.Responsible for the continuous, iterative improvement of our engineering team.Responsible for the overall planning, execution, and success of complex technical projects.Work closely with product management teams to ensure we're building the best products.When necessary, act as Programmer, QA, Architect, PM, etc for short periods of time.Theorem expects employees to be honest, trustworthy, and operate with integrity. Discrimination and all unlawful harassment (including sexual harassment) in employment isnot tolerated. We encourage success based on our individual merits and abilities, and all decisions regarding recruitment, hiring, promotion, compensation, employee development decisions such as training, and all other terms and conditions of employment, will be made without regard to race, nationality, national origin, citizenship status, employment status, ethnicity, ethnic origin, color, creed, religion, belief, age, marital status, pregnancy, gender, gender identity, sexual preference, lifestyle, social class, military status, disability, physical features, or any other protected status. We oppose all forms of unlawful or unfair discrimination. Theorem is an equal opportunity employer.No statements by Theorem are intended to create an offer of employment unless made in a writing signed by an officer of the company and no offer shall become effective unless countersigned by the prospective employee.",Not Found
2020-07-10,"['AWS', 'C', 'Ruby', 'Ruby on rails']",Full-Stack RoR Developer,"Contract, Programming, Full-Stack, North America Only", ForceBrands ,New York City,https://forcebrands.com,"Forcebrands helps consumer brands large and small hire the best talent. We're a profitable business with thousands of happy customers and users. We are both a traditional recruiting firm and a software business offering a variety of tools and services to our clients.We're looking for a passionate developer that has a love for their craft to join our small software development team. Our small team has years of experience building and shipping successful SaaS products and services.You'll be working on our public facing website, our job board tools, and other web based user-facing tools and services for our clients.Required Skills:Experienced with Ruby on Rails Understanding of latest JS development toolsBonus if you:are an open-source hobbyist software developerhave an hand-on experience using AWSPlease apply here.",
