skills,job_name,job_type,experience,company_name,industry,company_size,location,hiring_contact,website,description,ld_link
[],Software Engineer,Contract,3+ years,Peña Defilló,"['Mobile Commerce', 'Mobile Advertising', 'Mobile Application']",51-200 people,Dominican Republic • Remote,"Rolando Pierre, Employee",https://penadefillo.com/,"Full Stack Developer Job Description Template
We are looking for a highly skilled computer programmer who is comfortable with both front and back end programming. Full Stack Developers are responsible for developing and designing front end web architecture, ensuring the responsiveness of applications and working alongside graphic designers for web design features, among other duties.
Full Stack Developers will be required to see out a project from conception to final product, requiring good organizational skills and attention to detail.
Full Stack Developer Responsibilities:
Developing front end website architecture.
Designing user interactions on web pages.
Developing back end website applications.
Creating servers and databases for functionality.
Ensuring cross-platform optimization for mobile phones.
Ensuring responsiveness of applications.
Working alongside graphic designers for web design features.
Seeing through a project from conception to finished product.
Designing and developing APIs.
Meeting both technical and consumer needs.
Staying abreast of developments in web applications and programming languages.
Full Stack Developer Requirements:
Degree in Computer Science.
Strong organizational and project management skills.
Proficiency with fundamental front end languages such as HTML, CSS and JavaScript.
Familiarity with JavaScript frameworks such as Angular JS, React and Amber.
Proficiency with server side languages such as Python, Ruby, Java, PHP and .Net.
Familiarity with database technology such as MySQL, Oracle and MongoDB.
Excellent verbal communication skills.
Good problem solving skills.
Attention to detail.
",Not Found
[],Need help putting together a team to build a prototype,Contract,3+ years,SkillConnection.com,"['Mobile', 'E-Commerce Platforms', 'Local Services', 'Local Businesses', 'Blockchain / Cryptocurrency']",1-10 people,San Francisco • Raleigh • Wilmington • Remote,"Anthony Richards, Founder",http://skillconnection.com,"Looking for an honest diligent professional that could take my basic XD wire frame to development and implementation.
Must be based in the US and willing to sign and honor a non compete.
Must have the ability to take my wire frame concept, give a quote, break the project down into installment payments with a time frame.
I will be available 8 to 8 to guide and direct the process and answer any questions in order to stay productive and on target
This site is not about the decorations, just looking for basic functionality.
",Not Found
"['Full Stack Development', 'Ruby on Rails', 'React.js']",Venture | Senior Software Engineer,Full-time,3+ years,AngelList,"['Startups', 'Recruiting', 'Venture Capital']",51-200 people,New York City • Seattle • San Francisco • Remote,"Irin Son, Head of People • 7 months",https://angel.co/,"About AngelList Venture:
At AngelList, we exist to help startups save the world. We’re building the definitive platform for startups — where they raise money through AngelList Venture, build teams through AngelList Talent, and launch their products through Product Hunt.
The venture team is fundamentally altering how startups raise money by replacing early-stage venture capital with modern technology. We've delivered over $1B to more than 3,000 startups over the past few years. Our infrastructure allows investors to build on top of AngelList instead of a traditional VC. This will result in a more innovative, efficient & fair market.
We recently celebrated our ten year anniversary. Here's a fun look back at exciting milestones and a preview of what to expect from AngelList Venture going forward: https://angel.co/blog/the-next-decade
About the Role:
AngelList Venture is seeking a Senior Software Engineer to join our core engineering team. We have a small, tight-knit team (there's 7 of us) and we pride ourselves on having an outsized impact on the industry. Our offices are in Seattle and San Francisco, but we have team members all over the globe. Join us in our mission to innovate on the infrastructure of innovation. ✌️
You will:

Help build the world's easiest-to-use financial platform (see https://t.co/7AmuxYWHe3 – and we've made it easier since then).
Connect startups and investors around the world who would never have had a chance to meet without AngelList.
Know the venture financing business inside and out - from the ground up.
Take responsibility for the code you own and improve our codebase with your presence.
Ship every day.

You are:

A full-stack generalist with 3+ years experience building web applications.
Experienced at writing clean, scalable code with significant experience in one or more scripting languages.
Excited to move fast, prioritize, and constantly make critical product decisions.
Comfortable with and curious about working outside of a traditional narrow engineering role.
A self-starter: you have started something on your own before - a startup, an open-source project, something else.
A deep love of startups (https://venturehacks.com/save-the-world).

If you're interested in joining us, but don't tick every box above, we'd still encourage you to apply. We're building a diverse team whose skills balance and complement one another. We're happy to consider where you might be able to make the biggest impact.
Benefits & Perks : At AngelList Venture, we have top of the line benefits to support our employees in their lives both inside and outside of work. See additional detail on our benefits here: https://angell.ist/venture-benefits .
AngelList is an equal opportunity employer and we value diversity at our company. We do not discriminate on the basis of race, religion, color, national origin, gender, sexual orientation, age, marital status, veteran status, or disability status.
",https://www.learningdollars.com/client/select_engineers/?crid=462
"['C++', 'Node.js', 'DevOps', 'Full Stack Development', 'HTML5 & CSS3', 'Remote Working']",Full Stack Developer,Contract,5+ years,PWV Consultants,"['E-Commerce', 'Developer APIs', 'Cyber Security', 'Software Engineering']",11-50 people,New York City • Remote,"Dustin Duane , COO • 1 year",https://www.pwvconsultants.com/,"*Please apply here: pwvconsultants.applytojob.com/apply/Obeuq6zBeG/Full-Stack-DeveloperPWV Consultants is looking for experienced Full Stack developers to join our team. PWV is a boutique group of experts in the tech and design industries that are trusted by Fortune 500 companies, rising startups, universities, governments and industry groups to tackle their biggest and baddest tech issues.To best serve our clients you’ll delve into new subject matter everyday, and you’ll always be on the lookout for innovative ways to approach each project. We are looking for ever-curious, highly collaborative, and outcome oriented individuals who are not afraid to dive into new territory.You’ll join a highly experienced cross-functional consulting team in developing custom web applications using amongst others: Javascript, Java, HTML5, CSS, Node, C++, Python. As well as implement and design modern infrastructure with AWS, Azure, Mongo, SQL. You might have a greater interest or knowledge in some of these technologies than others, but we’re looking for people who want to make well-rounded full stack contributions to everything they work on. We are less interested in what languages and tech you know and more interested in how you approach and understand coding.    PWV is a 100% remote company whose team is distributed all over the United States. We value the experience of our devs and only take on projects that are interesting, contain challenging subject matter, or feature new/unexplored concepts. Our people work flexibly in the environment they choose on projects worthy of their talents. Skills and Requirements:Professional experience working with some of the languages and the systems listed above or equivalents, for a minimum of 5 years.An expert grasp on OO and functional design patterns that avoid redundancy and promote efficiency, legibility, testability, and maintainability of code.Desire to collaborate and innovate with a highly experienced team.A track record of working with project management teams to achieve software development goals.Expert level communication and documentation. Experience collaborating in distributed teams is a plus.",https://www.learningdollars.com/client/select_engineers/?crid=1814
"['Python', 'Java', 'noSQL', 'Leadership', 'Swift', 'AWS']",Software Engineer,Contract,Not mentioned,Minimap,"['Retail', 'Events', 'Mobile Application']",1-10 people,New York City • Remote,"Antonio Silveira Guanaes Gomes, Founder",https://minimap.us,"Software Engineer with full-stack experience and knowledge of IOS development(Swift).
",https://www.learningdollars.com/client/select_engineers/?crid=1781
"['Software Engineering', 'Product Management', 'Team Player', 'Communication Skills', 'Mobile Application Development', 'Ability to work under pressures']",Head Software engineer,Contract,3+ years,Startup/Mobile application,"['Mobile', 'Social Media', 'E-Commerce', 'Mobile Games']",1-10 people,New York City • Minneapolis • Remote,"Eric Stormoen, Founder",http://www.ittellafoods.com,In charge of building the nuts and bolts of the application and eventually over seeing a team of engineers hired/vetted by you.There will be an opportunity for co-founder / equity parternship if applicant desires.,https://www.learningdollars.com/client/select_engineers/?crid=502
"['MongoDB', 'Express.js', 'React.js', 'Full-Stack Web Development (Node/Redux/React)']",Tech Lead / Full-Stack Developer,Contract,1+ years,DateSpot,"['Photography', 'Online Dating', 'Personal Branding', 'Dating']",1-10 people,United States • Remote,"Carla Swiryn, Founder • 1 year",http://www.datespot.love,"Overview:
I'm looking for someone to lead a junior developer that I've partnered with. The project is to continue developing DateSpot, the first marketplace connecting singles with matchmaking clients, across multiple companies. It's a unique dating site that's private, requires no messaging and allows human matchmakers to do the work in finding people love.
You would be an integral part of the company's vision and execution long-term. I'd like someone who wants to be part of the team, even if potentially and down the road, rather than someone at an agency who wants to stay there.
Tasks:
There are some high priority tasks that I'd like completed, and then potentially a complete refactor (there are currently two types of code). The roadmap includes mobile optimization, creating a CMS, new pages for referrals to other experts, and integrating data to apply filters that are game-changing in the industry. Down the road, I'd love to do AI integration and I'm totally open to ideas.
Requirements:

At least 1 year of professional coding experience out of school, and 3+ years preferred.
Intimate knowledge of Facebook React, Node/Express, and MongoDB.
Experience working in Digital Ocean
Knowledge of automated emails through SendGrid
Strategic thinking and you enjoy being asked a lot of questions about how we should do things on the site.
Comfortable with starting from other people's code, and in this case, different code styles across two different previous teams
Experience mentoring or teaching someone else in the coding space
Live in the U.S. (PST preferred)
You think that working in the dating industry would be fun!

Compensation:
DateSpot Inc. is a C-corp, so I'm open to you joining for full or partial equity. I'd like to do a test period with you as a contractor first to see how we work together as a team with the other developer - $500 initially, based on $50/hr. Past that point, we can talk about how we want to move forward - you alone, you with the current junior dev, or you with a different developer.
Let's do this and bring people love!
",https://www.learningdollars.com/client/select_engineers/?crid=1817
"['Java', 'Git', 'Spring', 'Microservices', 'Spring Boot']",Lead Developer (Part-Time to Hire),Contract,5+ years,Vishion,"['Machine Learning', 'Retail Technology', 'Computer Vision', 'Ecommerce']",1-10 people,Charlotte • Remote,"Sam Smith, Founder",http://www.vishion.co,"We are looking for a passionate Software Engineer excited about building sound solutions to interesting technical problems such as Color Search and Social Sharing. You will be hands-on working and growing in a small-team environment, helping us scale our business through the implementation of key technical initiatives.
Day-to-Day Responsibilities Include:
· Developing APIs and other functionality
· Providing support for defect resolution
· Providing support in project scoping
· Improving upon engineering processes
· Collaborating regularly both with the engineering team and other team members across the firm
· Attending daily standup
Preferred Qualifications:
· Excellent communication skills
· Proficiency with Java
· Proficiency with Spring Boot
· Proficiency developing RESTful APIs
· Understanding of Relational Databases and SQL
· Ability to thrive in a dynamic, rapid-growth environment
Compensation and hours:
We are looking for someone to work in a Part-Time capacity for the first three months for cash and equity, with the hope of hiring full-time with equity.
We are on a bootstrap budget, looking for someone interested in joining a high-growth startup as one of the first 10 employees. Early employees will be eligible to receive equity.
...
About Us:
Vishion is a color search engine for design lovers to find decor.
Location:
We are accepting remote applications.
",
"['iOS Development', 'JSON', 'Xcode', 'Swift']",Senior iOS Software Engineer,Contract,4+ years,Slumber Group,"['Mobile', 'Personal Health', 'Technology', 'Health and Wellness']",1-10 people,North Carolina • Georgia • Remote • Remote,"Huxley Seidman, CTO • 1 year",https://slumber.fm,"Slumber Group is looking for a talented iOS Software Engineer to help develop exciting new features for our popular Sleep Apps.As an iOS Software Engineer you will be responsible for all technical aspects of planning and implementing new features.  The codebase is in Swift 5 and uses SnapKit for Auto Layout.The position is 100% remote and at least 1 year of experience working in a remote environment is required.You will have the opportunity for professional growth, work with the latest technologies, and help millions of users worldwide.Responsibilities (what you’ll do): -Write and maintain high performance, reusable, and reliable code.-Collaborate with a cross-functional team to define, design, test, and ship new features.Qualifications (what you have): -1+ years working remotely.-3+ years of iOS development experience.-2+ years of database experience. -1+ years of writing views programmatically with Auto Layout.-1+ years consuming server APIs (networking and parsing JSON)-Strong working knowledge of the latest mobile development practices.-Experience with Git is required.How We Work-We respect work life balance with flexible working hours-We have ownership of how we complete work-We take responsibility for our outcomes -We are creative in how we approach problems-We share information and learn from each other -We pride ourselves on being adaptable because change is a constant-We focus on the customer-We make mistakes, learn and improve as we iterate-We focus on delivering value quickly and iterating on lessons learnedTechnologies you will work with (bonus if you already have experience):-SnapKit-Audio Frameworks-StoreKit-Core Data-Accessibility (Dynamic Type, Voice Over)Application Bonus:Include a cover letter with links to the App Store of apps you have personally worked on.",
"['Data Visualization', 'Interaction Design', 'Rapid Prototyping', 'UI/UX Design', 'Web Application Development', 'Web Application Design', 'Video Game Design']","Data Visualization Designer, UX/UI Designer",Contract,2+ years,BACKED,"['Enterprise Software', 'Healthcare', 'Data Visualization', 'Risk Management']",1-10 people,United States • Remote,"Meisha Brooks, COO • 3 months",https://workbacked.com,"BACKED is a data-driven CDC and SAG-AFTRA compliant COVID-19 solution and decision-making platform created to help companies navigate with dynamic risk analysis, compliance support, and policy execution.
As a Data Visualization Designer at BACKED you will design client facing dashboards that will save lives. You work will communicate danger and risk to encourage life-saving change and compliance. 

You are a visual thinker and builder, having a strong creative eye
Strong graphic design skills
Love data visualization
Marketing, Branding Material Creation
A background in video game design is a plus!
Front end developer capabilities would be an incredible plus

What we are building is incredible and as our second full time hire and first designer, you'll have a ton of impact — both on how the product looks/feels/functions — but also on the design culture we build together.
Salary Depends on Experience
3 Month Contract with the potential for full-time.
",https://www.learningdollars.com/client/select_engineers/?crid=1799
"['Python', 'C', 'HTML5 & CSS3']",Full Stack Engineer,Contract,4+ years,Lodestar,"['Social Commerce', 'Social Media Platforms', 'Mobile Application']",1-10 people,California • Remote,"John Roessler, Founder",http://lodestarhub.com,"Do you seek the outdoors and adventure? Are you inspired by wild places and seek to inspire others? Do you promote sustainability? 
This is Lodestar – and we’re seeking other highly motivated, experienced professionals with rockstar coding skills and a passion for adventure to join us in launching a one-of-a-kind community hub focused on outdoor recreation and travel. 
We are currently looking for a Full Stack Engineer.  You will be part of a small, experienced and dynamic, team responsible for the product from conception to deployment.  You should be at home with both front-end and back-end coding methodologies including multiple languages and development frameworks. You should also be a team player with a knack for visual design and utility.
Responsibilities
● Design foundational elements to a technical POC client-side and server-side architecture
● Build the front-end of applications through appealing visual design
● Develop and manage well-functioning databases and applications
● Write effective APIs
● Test software to ensure responsiveness and efficiency
● Troubleshoot, debug and upgrade software
● Create security and data protection settings (i.e. cybersecurity)
● Build features and applications with a mobile responsive design
Qualifications & Requirements
● A passion for life and the outdoor adventures lived everyday
● Excellent teamwork and communication skills
● Multiple referenceable experiences developing successfully adopted scalable software solutions
● Expert knowledge of multiple back-end languages (e.g. C#, Java, Python) and JavaScript frameworks (e.g. Angular, React, Node.js)
● Proven experience as a Full Stack Developer or similar role lead technology role in a fast-pace start up environment
● Expert design capability with databases (e.g. Postgre, Oracle), web servers (e.g. Apache) and UI/UX design
● Expert knowledge of multiple front-end languages and libraries (e.g. HTML/ CSS, JavaScript, XML, jQuery)
● MS/BS Degree in Computer Science, Statistics or relevant field.
",https://www.learningdollars.com/client/select_engineers/?crid=1820
"['Java', 'Android', 'Android SDK', 'Android Application Development', 'Android Development']",Android software developer *REMOTE*,Contract,2+ years,Giftapart,"['Social Media', 'E-Commerce', 'Retail', 'Social Commerce', 'E-Commerce Platforms', 'Retail Technology', 'Event Management', 'Event Planners']",11-50 people,Somerville • Remote,"Filipe Pedroso, Founder",https://giftapart.com,"Giftapart Inc. is an innovator in social ecommerce and changing the culture of gifting. Located in Somerville, NJ, the company seeks top-notch innovators and programmers to join our team of coders to continue development of our patent-pending new methods of ecommerce. Giftapart is founded and managed by its CEO Filipe Pedroso, an award winning attorney and elected public figure, with the guidance of its investors and Board composed of seasoned technology angel investors, business owners, and ex-Wall Street executive/NHL team owner.
Seeking experienced Android coders with proficient knowledge in Android SDK and Java. Knowledge of Retrofit and Kotlin a plus.
Must have knowledge and comfort level to work without supervision and technical support. Work is mostly remotely, but office location in Somerivlle, NJ is available for those who prefer in-office time.
Skills needed:

Android SDK (High profciency / Required)
Java (High profciency / Required)
Retrofit (Moderate proficiency / Bonus)
Kotlin (Moderate proficiency / Bonus)

This is primarily a remote position, paid hourly.
Giftapart is available on any browser as well as on Apple App and Google Play stores. Check it out:

Browser/Desktop/Tablet: https://giftapart.com
Apple App Store
Google Play store

We've looking for talented, top-rated people to join our team.
",
"['Python', 'Docker', 'Kubernetes', 'NLP']",Backend Developer (NLP),Contract,3+ years,SpotlightAI,['Enterprise Software'],1-10 people,Boston • Remote,"Austin Osborne, Founder • 9 months",https://www.hellospotlight.com,"SpotlightAI is an early-stage AI startup, incubated out of Harvard and MIT. Our vision - create a world where data is shared safely and securely. Join an exciting, VC-backed company and work hand-in-hand building a cutting-edge platform.
We are looking for a contract/part-time Python developer with some basic experience in NLP (basic terminology and understanding of natural language concepts).
Basic Qualifications:

High level of proficiency in Python
Basic knowledge of Docker
5-10 hours/wk. availability

Preferred Qualifications:

Experience with spaCy, NLTK or similar framework
Experience in API development
Basic knowledge of Kubernetes

",https://www.learningdollars.com/client/select_engineers/?crid=2395
['Ruby on Rails'],Ruby on Rails Fullstack Engineer,Full-time,1+ years,Dosis,"['Healthcare', 'Health Care Information Technology', 'Artificial Intelligence', 'Digital Health']",1-10 people,San Francisco,"Divya Chhabra, Founder",http://www.dosisinc.com,"About Dosis
We're a small, but mighty team making a big impact. In less than three years, we’ve gone from bootstrapping to a profitable company with a proven business model. We’re growing every day, and have some exciting milestones in 2020. We couldn’t have made it this far without our amazing, dedicated team; each member is integral to the success of our company. Now, we’re looking for the latest member to join us! 
What we do
We're revolutionizing the way drugs are dosed. Our flagship product is an AI-powered web application that provides physicians with clear and concise analysis of their patients’ conditions to help them make the best possible clinical decisions. We’re still in stealth mode, so you won’t find much about us online.
Dosis Ethos

Feel-good work. Our product helps improve the health of patients in our market. 
Humble and hungry. Every challenge is an opportunity to rise up — and grow. 
No work is too small or too big. We roll up our sleeves and help each other.
Ownership and accountability. We’re proud of our work and invested in its results. 
Action-oriented. If we think of a good new idea, we always chase it!

Requirements

1+ years Ruby on Rails experience 
Detail-oriented • Emphasis on code quality 
Enthusiastic about technology and learning 
Proven ability to work well in small teams 
Reliable and dedicated to your work 
Curious 
Love solving complex problems 
Great communication and time management skills 
Always looking to improve

",https://www.learningdollars.com/client/select_engineers/?crid=462
"['Javascript', 'Web Design', 'Graphic Design', 'User Experience Design', 'Design', 'UI/UX Design', 'Product Design', 'Vue.Js', 'VueJS']",UI Engineer (JavaScript),Contract,3+ years,Relevize,"['Enterprise Software', 'Sales and Marketing', 'Sales Automation', 'Marketing Automation', 'Digital Marketing']",1-10 people,Boston • Remote,"Mike Nardella, Founder",http://relevize.io,"About the Company and Candidate
Relevize is a fast-growing sales enablement and marketing technology platform that enables cutting-edge technology companies to leverage their business partnerships into scalable digital marketing and sales channels. Want to build a product for senior sales executives and CMO’s of fortune 500 companies?

We serve clients like Global Marketing Directors and Chief Revenue Officers at companies including Hulu, Microsoft, Amazon, HBO and more
Our end-users are innovative sales and marketing leaders at fast-growing technology companies like Stratus Technologies, Panzura.com, and more. These users are cutting-edge thinkers who are excited to help us build our product alongside our team
We are bootstrapped, currently cash-flow positive, achieved 10x revenue growth in 2019
Our CEO and CTO formerly built and sold a successful digital marketing business

UI Engineering Role (JavaScript)
What life looks like in this role
The Javascript UI Engineering role will work on a small team of engineers with daily team interactions on slack and will be a part of two company-wide team check-ins each week (40- minutes on Monday and 20-minutes on Thursday via Google Hangouts). The expectation is that you will be the most experienced and knowledgeable designer on the engineering team. You will be asked to contribute to decisions and will be seen as the leading authority when it comes to design decisions. You can expect to regularly contribute to low-level day to day front end development tasks that may be urgent as well as building out the overarching design structure that the product requires. You should be comfortable working independently, have the ability to bring new ideas to the table through experience and work in a highly creative and fast-paced environment. You will be expected to polish the user interface and experience of our product, while also understanding that we are a fast-growing startup and the product may change rapidly. The candidate must be comfortable with:

Being highly creative, autonomous and highly effective on a small team
His or her UI and UX work becoming critical and a massive difference maker to the company’s overall success
Developing his or her own processes and structure around the role
The risks and rewards associated with joining an early-stage software company

What success looks like in this role
Success in this role is closely-tied to and inseparable from the company’s overall success. Success in this role means:

Higher utilization of our software by both our clients and our client’s partners who also have accounts on our platform. This utilization can also be in the form of automation of cumbersome service-based tasks currently being completed by the customer success team
Renewals and expansion from current clients. Our top company goal is to provide enough value to clients that they expand the use of our software nationally or internationally thereby increasing the duration and value of their contracts with our company
Skills required to succeed in this role*

Javascript and UI knowledge with a strong understanding of:

Front-end Frameworks: We use Vue, but any JavaScript framework experience is okay
NPM-based workflow
UI/UX and responsive design o CSS rules

Web Performance and how different technology usage affects page load speed and time to interaction
Iterative design process that integrates with development workflow
Wireframe/mockup/protype process: balsamiq, sketch, build it yourself, we want to hear how you do things
Additional Skills:

Photoshop/Illustrator or similar experience. Do you have a design portfolio?
Webpack configuration experience: have you set up webpack before?
Test Writing: We use jest but any testing experience is welcome

Please reach out to mike@relevize.io with sample work or relevant experience
",
"['iOS Development', 'Backend Development', 'Mobile UI Design', 'CocoaPods', 'Firebase', 'AWS']",iOS Engineer,Contract,3+ years,Nova Pursuits,"['Mobile', 'E-Commerce', 'Education', 'Web Development']",1-10 people,Austin • Remote,"Rachel Quinn, Employee",http://novapursuits.com,"What You'll Do:

You'll build and contribute to the architectural and design decisions your team makes, and articulate the impact of those decisions 
You'll break down new features into releasable chunks, estimate release schedule, and work on creating the features with your team 
You and your team get to create impactful features for our customers, and you'll influence your team members to take ownership and always do the right thing

About You:

5+ years of iOS app development experience 
You have a proven ability to build, launch and iterate on apps
You have superior analytical skills and a strong sense of ownership in your work
You have a proven customer facing application development, troubleshooting, deployment and application performance tuning experience 
You have very strong development skills in Swift, iOS SDK, and good general programming and algorithm skills
iOS enthusiast who wants to innovate and help us out with our mission
You thrive in a startup environment where you'll juggle different priorities and iterate quickly

",
[],Full Stack Developer,Contract,3+ years,PumpJack Dataworks,"['Sports', 'Technology', 'Big Data Analytics', 'Data', 'Mobile Application']",11-50 people,Dallas • Remote,"Andrew Woodward, Employee",http://pumpjackdataworks.com,"Ready for your next big challenge?
We’re looking for someone spectacular - a Full Stack Developer to join us on this once-in-a-lifetime, roller-coaster ride, ""take no prisoners"" opportunity that is guaranteed to change the face of sports, entertainment, and data for years to come. Ask questions, look deep inside yourself, and if it seems like a match, let’s hop on the phone and get to know each other.
""Great - but what is a pumpjack datawork?""
Pumpjack Dataworks (PJD) is building a platform to manage, access, value, and exchange data for sports teams across the globe. We're already working with loads of top tier teams such as the Dallas Mavericks, the Philadelphia Eagles, and Inter Miami FC (who knows, maybe you'll even get to meet David Beckham once you're on the team)!
We've closed a successful investment round, have multiple investments from industry leaders, and are rapidly marching toward a huge Series A. We're gearing up for this rocket ride and want to bring some incredible people along with us!
Primary Responsibilities

Collaborate with the team to further the FanXP Platform
Design and develop complex features using full stack JavaScript libraries
Maintain, build, and consume node REST and GraphQL APIs that are consumed by both React applications and native mobile applications
Interact with and help maintain Postgres databases
Guide scope, estimation, and technical delivery during iterations and releases
Develop subject matter expertise in different domains

Required Experience (Mid-Level)

3 years professional development experience
At least 2 years building and maintaining production Node/Express applications
At least 2 years experience building and maintain React/Redux applications
A working knowledge of how to use git
Professional experience with PostgreSQL (or any SQL database) and Redis
Experience developing GraphQL based services
Professional experience with AWS considered a plus
Experience with Agile/Scrum methodologies considered a plus
Knowledge of unit and integration testing best practices

Small Project
We require a small project to start with that should take ≤ 8 hours max. We want to ensure we are a good fit and that you are setup to succeed before we invest in each other.
What we offer

Opportunity: With a small, core team of talented people, iterating and scaling fast, you’ll be hands-on and learning right away.
Location: We have two amazing offices - Dallas and Fort Worth, but offer remote opportunities anywhere in the US or Canada
Culture: We strive to be welcoming and inclusive. As a core team member, you’ll be active in recruiting decisions ensuring we build a culture you want to be part of.
Salary: A competitive salary with stock options.
Benefits: Option to join a Health, Vision and Dental benefits plan with growing benefits as the company is growing. For contractors, insurance benefits follow a probation period.
Time-Off: Flexible PTO
Sports Access: We offer opportunities to meet with professional sports franchises and engage with some events (live and virtual)

Please note: Individuals must be legally authorized to work in the US without sponsorship.
",Not Found
"['Javascript', 'LAMP', 'Git', 'MAGENTO', 'Project Management', 'Jira', 'Security', 'SCSS / SASS', 'Bitbucket', 'AWS/EC2/ELB/S3/DynamoDB', 'Magento 2']",Senior Magento Solutions Architect & Developer,Contract,4+ years,Retail Reinvented,"['E-Commerce', 'Web Development', 'User Experience Design', 'Management Consulting', 'Digital Marketing']",11-50 people,Los Angeles • Remote,"Perry Preston, CEO",https://www.retailreinvented.com,"We are seeking a Magento 2 experienced Technical Solutions Architect & Developer who is a strong leader and collaborative teammate. A major part of this role is to review and improve our current system processes. This will entail understanding the history of these processes, building relationships with stakeholders, making recommendations based on best practices, and reaching decisions through consensus. Experience in change management would be helpful.
You will be asked to oversee the actions of our developer team, responding to queries as they arise. Maintaining project quality and time-lines is required. Your technical expertise will matter as much as your ability to engage with our team and skillfully and empathetically identify pain points and create action plans. You will need to collaborate with the technical team, clients and account managers to help deliver continuity in our project management process while defining requirements in the preparation of roadmaps and technical specifications. 
Responsibilities:
Building relationships with our remotely distributed team, including Project Managers, Developers, and Project Coordinators
Leading the team in technical direction during development by leading the decision-making process
Reviewing and improving current processes and documentation
Providing technical oversight to the development team
Creating regular reporting on project progress and milestones
Providing insight and effectively communicating with colleagues and clients how solutions will be implemented
Developing solutions for internal and client projects
Establishing code review and testing processes for improved product delivery
Requirements:
At least 4+ years of Magento experience (Certification is a plus!)
Experienced in leading teams
Organized, detail-oriented
4+ years of eCommerce development experience
4+ years of PHP experience
4+ years of MySQL experience
Excellent verbal and written communication
2+ years of DevOps experience 
1+ year of experience developing solutions using headless technologies, for example, GraphQL, PWA Storefront and JavaScript SDK
Flexible work schedule to complement primary office hours between 7AM and 4PM PST Monday - Friday.
",Not Found
